example,file,refined,ndofs,nnz,spsolve_cpu_s,transfer_s,tol,maxiter,none_status,none_precond_s,none_solve_s,none_readback_s,none_total_s,none_converged,none_iters,none_relres,none_max_abs_diff,none_mean_abs_diff,none_speedup_total,jacobi_status,jacobi_precond_s,jacobi_solve_s,jacobi_readback_s,jacobi_total_s,jacobi_converged,jacobi_iters,jacobi_relres,jacobi_max_abs_diff,jacobi_mean_abs_diff,jacobi_speedup_total,ilu0_status,ilu0_precond_s,ilu0_solve_s,ilu0_readback_s,ilu0_total_s,ilu0_converged,ilu0_iters,ilu0_relres,ilu0_max_abs_diff,ilu0_mean_abs_diff,ilu0_speedup_total,block_jacobi_status,block_jacobi_precond_s,block_jacobi_solve_s,block_jacobi_readback_s,block_jacobi_total_s,block_jacobi_converged,block_jacobi_iters,block_jacobi_relres,block_jacobi_max_abs_diff,block_jacobi_mean_abs_diff,block_jacobi_speedup_total,polynomial_status,polynomial_precond_s,polynomial_solve_s,polynomial_readback_s,polynomial_total_s,polynomial_converged,polynomial_iters,polynomial_relres,polynomial_max_abs_diff,polynomial_mean_abs_diff,polynomial_speedup_total
3,ex03.py,1,2000,16576,0.002044,0.00135,1e-05,5000,converged,2e-06,0.044883,2e-05,0.046255,1,18,5.387e-06,0.0001196,3.787e-06,0.044189817317046805,converged,0.027032,0.002237,2e-05,0.030639,1,11,7.787e-06,9.925e-05,6.796e-06,0.06671236006397076,converged,0.058455,0.001523,2e-05,0.061348,1,1,1.175e-16,1.332e-15,8.176e-17,0.033318119580100405,converged,0.044145,0.003484,2.8e-05,0.049008,1,10,4.435e-06,8.056e-05,3.917e-06,0.04170747633039503,converged,0.001387,0.035422,1.9e-05,0.038178,1,98,8.143e-06,2.097e-05,3.087e-06,0.053538687202053535
