refined,ndofs,nnz,spsolve_cpu_s,transfer_s,ilu_s,gmres_s,readback_s,gpu_total_s,gpu_solve_only_s,speedup_total,speedup_solve_only,gmres_info,relres
5,150255,1048775,1.690479017999678,0.011550174000149127,0.08050274099878152,22.00071929799924,0.00038917999881959986,22.09316139299699,22.08122203899802,0.07651594029161983,0.07655731258958831,8000,4.1774539264523766e-05
6,600543,4197783,10.924351149000358,0.04878901499978383,0.0006204879991855705,83.03718436500094,0.0010531009993428597,83.08764696899925,83.03780485300013,0.13147984745646163,0.13155876613476813,8000,0.0005352938205789168
