refined,ndofs,nnz,spsolve_cpu_s,transfer_s,ilu_s,gmres_s,readback_s,gpu_total_s,gpu_solve_only_s,speedup_total,speedup_solve_only,rel_err
5,150255,1048775,1.301770938000118,0.27976602299895603,1.1412281140001141,50.922694712999146,0.000568895000469638,52.344257744998686,52.06392282699926,0.024869412502549006,0.025003320290054032,0.0070862304148717505
