refined,ndofs,nnz,spsolve_cpu_s,transfer_s,ilu_s,gmres_s,readback_s,gpu_total_s,gpu_solve_only_s,speedup_total,speedup_solve_only,gmres_info,relres
5,150255,1048775,3.271200115999818,0.011353226998835453,0.0886133490002976,5.555151601000034,0.0003808069996011909,5.655498983998768,5.643764950000332,0.5784105213801821,0.5796131031289008,0,9.09365122435811e-06
6,600543,4197783,10.953515127001083,0.041370730999915395,0.0006539370006066747,36.029092299000695,0.0008122559993353207,36.07192922300055,36.0297462360013,0.3036575909008158,0.3040131078152367,8000,1.6226577319722427e-05
