refined,ndofs,nnz,spsolve_cpu_s,transfer_s,ilu_s,gmres_s,readback_s,gpu_total_s,gpu_solve_only_s,speedup_total,speedup_solve_only,gmres_info,relres
5,150255,1048775,1.6684416520001832,0.011613023998506833,0.08997850599917001,9.738222809000945,0.00039713600017421413,9.840211474998796,9.828201315000115,0.16955343452112012,0.16976063050863174,8000,0.000390631129900257
6,600543,4197783,11.618401785999595,0.04954719600027602,0.0006393840012606233,36.19146896299935,0.0008057859995460603,36.242461329000434,36.19210834700061,0.32057430317799085,0.32102030847734403,8000,0.0009865534604302831
